"process","application_category","prevalence","sha256","os_info"
"Brave Browser","browser","0.17","B85BCCF72B68E232DC63FB699703D94425DE5810271A60FD8B9FEC106CD6B905","@{(Mac OS X)(Unknown)(10.14.0)=1.0}"
"Brave Browser","browser","1.0","7128E8D9FBFB3A1B1216FD33F5108DF6ADD0FEF19A1EA53785F9967AC6D6271A","@{(Mac OS X)(Unknown)(10.14.3)=1.0}"
"Brave Browser","browser","1.0","0981D796EA8F048E60A08BC7A6F8C954C7E859BF64BBDBF08E6A340D6B95EC6F","@{(Mac OS X)(Mojave)(10.14.3)=1.0}"
"Brave Browser","browser","1.0","7128E8D9FBFB3A1B1216FD33F5108DF6ADD0FEF19A1EA53785F9967AC6D6271A","@{(Mac OS X)(Unknown)(10.14.3)=1.0}"
"browser.exe","browser","0.04","0B2D368414AE203F8D4C2FDA6ABE88716F48F14527058BCCF306B7F75665B14B","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=1.0}"
"browser.exe","browser","0.06","5C3534B0F44A20963684D2547C7C6AAAD08CDB1A925FD5244D11EC99EC145DC0","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.12","5C3534B0F44A20963684D2547C7C6AAAD08CDB1A925FD5244D11EC99EC145DC0","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.12","5C3534B0F44A20963684D2547C7C6AAAD08CDB1A925FD5244D11EC99EC145DC0","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.14","ABEBE172298868CCC5F33918034B4D5751C3193CAFD7B5087F637ACAE3FEB5B9","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.14","5C3534B0F44A20963684D2547C7C6AAAD08CDB1A925FD5244D11EC99EC145DC0","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.15","ABEBE172298868CCC5F33918034B4D5751C3193CAFD7B5087F637ACAE3FEB5B9","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.16","ABEBE172298868CCC5F33918034B4D5751C3193CAFD7B5087F637ACAE3FEB5B9","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.17","4DB7B680410044809B28CE0FB66315A19910FDE2357B1A8C835A5F6C50DF88E6","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=1.0}"
"browser.exe","browser","0.18","ABEBE172298868CCC5F33918034B4D5751C3193CAFD7B5087F637ACAE3FEB5B9","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.23","5C3534B0F44A20963684D2547C7C6AAAD08CDB1A925FD5244D11EC99EC145DC0","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.29","5C3534B0F44A20963684D2547C7C6AAAD08CDB1A925FD5244D11EC99EC145DC0","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.29","ABEBE172298868CCC5F33918034B4D5751C3193CAFD7B5087F637ACAE3FEB5B9","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.3","4DB7B680410044809B28CE0FB66315A19910FDE2357B1A8C835A5F6C50DF88E6","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=1.0}"
"browser.exe","browser","0.33","4DB7B680410044809B28CE0FB66315A19910FDE2357B1A8C835A5F6C50DF88E6","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=1.0}"
"browser.exe","browser","0.38","ABEBE172298868CCC5F33918034B4D5751C3193CAFD7B5087F637ACAE3FEB5B9","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.48","E24C31908185A3A056AAC2E4C442F11B3C2C00BDFA79CAC842CFC9C2C8BB5635","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.49","E24C31908185A3A056AAC2E4C442F11B3C2C00BDFA79CAC842CFC9C2C8BB5635","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.57","E24C31908185A3A056AAC2E4C442F11B3C2C00BDFA79CAC842CFC9C2C8BB5635","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.72","E24C31908185A3A056AAC2E4C442F11B3C2C00BDFA79CAC842CFC9C2C8BB5635","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.72","E24C31908185A3A056AAC2E4C442F11B3C2C00BDFA79CAC842CFC9C2C8BB5635","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","0.76","E24C31908185A3A056AAC2E4C442F11B3C2C00BDFA79CAC842CFC9C2C8BB5635","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"browser.exe","browser","1.0","ABEBE172298868CCC5F33918034B4D5751C3193CAFD7B5087F637ACAE3FEB5B9","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","5942F7D2151A7C4C86564AF15E037729DDA9CA3D8AE7841966E9C800744C8AFC","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","B18AA0C98922563F5996FB0497446873F7030D0511FFB77388EA882B4F98A900","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","B18AA0C98922563F5996FB0497446873F7030D0511FFB77388EA882B4F98A900","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","CD29E326784607C9C9706445F8BCE7957BAA92E77B677EC26866123ED8FFCCAA","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","B18AA0C98922563F5996FB0497446873F7030D0511FFB77388EA882B4F98A924","@{(WinNT)(Windows 10 Enterprise)(10.0.10586)=1.0}"
"chrome.exe","browser","0.0","072228D83FEB4E4A9D0C16191E09B57D0CA66C483B1B81BB68AC4C27446EF172","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","36D007B405FE48FE7C27FB01085E2E322BA9EC78EAABC6DDE50632E2C30238D1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","FD8C15460ABCDA6B44FB970A84426617368BB2925F0C2B9E410DFF20FEB923D1","@{(WinNT)(Windows 10 Enterprise)(10.0.14393)=1.0}"
"chrome.exe","browser","0.0","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","2DED57E5222213D3BCD434B1ECE36A3CBA647403D56D5887770AF671C4D5CE15","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","96D047BA0014E7FB87712A36600E22B0CA016893E5929B9FF251A3E24C8D92D5","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.0","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.01","586FEA1D778F1928C10D1C1915F7EC70CECA47E6F2D12E9FCC28DF25765F84A8","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.84; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.16}"
"chrome.exe","browser","0.01","EB23FF00CC2C6B1D4C5FC9454CACF07C88A9F94695021AFC0702422C5E0FD082","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.01","BD9F8C5B541B89E89AC59ACC7F53B66ABC3CAC539EC967AF167FDA996F595944","@{(WinNT)(Windows 7 Enterprise)(6.1.7601)=0.8; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.2}"
"chrome.exe","browser","0.01","9B3832FB2EEFC5B0A95200E4CAEDD8E7796B8769DA7A242168A300E696D5C200","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.02","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.02","8AAE0CE840A59021EA554DC2EC1F65F90951CE628DF4B3916A0F10906DC5B48B","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.92; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.08; (WinNT)(Windows 10 Professional)(10.0.17134)=0.0}"
"chrome.exe","browser","0.02","8AAE0CE840A59021EA554DC2EC1F65F90951CE628DF4B3916A0F10906DC5B48B","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.02","2DED57E5222213D3BCD434B1ECE36A3CBA647403D56D5887770AF671C4D5CE15","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.03","ACF09B4FF4B662E5DF3251390B4CA04886D62B86ACE4C16D897F3E9A856F8F01",""
"chrome.exe","browser","0.03","8AAE0CE840A59021EA554DC2EC1F65F90951CE628DF4B3916A0F10906DC5B48B","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.82; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.16; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.01}"
"chrome.exe","browser","0.03","60CF576A49CC37C143D1D9628BE246D683B6577B5EAF5CE372E80E413CF85BD5","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.96; (WinNT)(Windows 10 Professional)(10.0.17134)=0.04}"
"chrome.exe","browser","0.03","0AF4A7F0EF47C81843968768F6186B964967778226FC3F353BAD98615547FC09",""
"chrome.exe","browser","0.03","64486029E7EA5709FA2793FAED7FC932450B068390AF703E18324EFB58548F1A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.03","8AAE0CE840A59021EA554DC2EC1F65F90951CE628DF4B3916A0F10906DC5B48B","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.94; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.06}"
"chrome.exe","browser","0.03","EB23FF00CC2C6B1D4C5FC9454CACF07C88A9F94695021AFC0702422C5E0FD082","@{(WinNT)(Windows 10 Enterprise)(10.0.16299)=0.37; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.27; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.26}"
"chrome.exe","browser","0.03","8AAE0CE840A59021EA554DC2EC1F65F90951CE628DF4B3916A0F10906DC5B48B","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.77; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.19; (WinNT)(Windows 10 Professional)(10.0.17134)=0.04}"
"chrome.exe","browser","0.03","586FEA1D778F1928C10D1C1915F7EC70CECA47E6F2D12E9FCC28DF25765F84A8","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.03","EB23FF00CC2C6B1D4C5FC9454CACF07C88A9F94695021AFC0702422C5E0FD082","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.39; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.37; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.21}"
"chrome.exe","browser","0.03","8AAE0CE840A59021EA554DC2EC1F65F90951CE628DF4B3916A0F10906DC5B48B","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.75; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.21; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.03}"
"chrome.exe","browser","0.04","BE3D2BA94E34BAC4EC82540FB9C849E7E1B320359F98A1C3AFAC5A9EBDA2E05A","@{(WinNT)(Windows 10 Professional)(10.0.17763)=1.0}"
"chrome.exe","browser","0.04","C0D08ACA9279F1AD3074BC0B56361C40C947A664A584571630B318D8F0A1F306","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.04","8AAE0CE840A59021EA554DC2EC1F65F90951CE628DF4B3916A0F10906DC5B48B","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.77; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.21; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.01}"
"chrome.exe","browser","0.04","064F1DD3FC5A3CFBA6250FB1095425F514C2541155204638E322F73A20526638","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.04","BE3D2BA94E34BAC4EC82540FB9C849E7E1B320359F98A1C3AFAC5A9EBDA2E05A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.04","072228D83FEB4E4A9D0C16191E09B57D0CA66C483B1B81BB68AC4C27446EF172","@{(WinNT)(Windows 10 Professional)(10.0.17763)=1.0}"
"chrome.exe","browser","0.04","FD8C15460ABCDA6B44FB970A84426617368BB2925F0C2B9E410DFF20FEB923D1","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=1.0}"
"chrome.exe","browser","0.04","C0EDC58682B6FA296A439DA2320C8BF74D7BF5F8E83446441048687BEB60A472","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.36; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.29; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.29}"
"chrome.exe","browser","0.04","268A0463D7CB907D45E1C2AB91703E71734116F08B2C090E34C2D506183F9BCA","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.87; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.07; (WinNT)(Windows 10 Enterprise)(10.0.14393)=0.07}"
"chrome.exe","browser","0.05","C0EDC58682B6FA296A439DA2320C8BF74D7BF5F8E83446441048687BEB60A472","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.05","2DED57E5222213D3BCD434B1ECE36A3CBA647403D56D5887770AF671C4D5CE15","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.05","60CF576A49CC37C143D1D9628BE246D683B6577B5EAF5CE372E80E413CF85BD5","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.88; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.09; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.02}"
"chrome.exe","browser","0.05","BE3D2BA94E34BAC4EC82540FB9C849E7E1B320359F98A1C3AFAC5A9EBDA2E05A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.72; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.28}"
"chrome.exe","browser","0.06","BD9F8C5B541B89E89AC59ACC7F53B66ABC3CAC539EC967AF167FDA996F595944",""
"chrome.exe","browser","0.06","36D007B405FE48FE7C27FB01085E2E322BA9EC78EAABC6DDE50632E2C30238D1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.06","B8E1B3855A14E0F9CA6F9B9A88E6F93EE6487F3D56ED95675CD177C9F69A85E9","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.84; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.16}"
"chrome.exe","browser","0.07","8523AC22D904602182B4C8F312876B161CD568FE5EE4E8401A82E5C40D435251","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=1.0}"
"chrome.exe","browser","0.07","EB23FF00CC2C6B1D4C5FC9454CACF07C88A9F94695021AFC0702422C5E0FD082","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.07","9B69306FCC3FAC436B4DDBDB3413D03140077508E405EBCDE56C0AABDC9B7413","@{(WinNT)(Windows 10 Enterprise)(10.0.16299)=1.0}"
"chrome.exe","browser","0.07","C0EDC58682B6FA296A439DA2320C8BF74D7BF5F8E83446441048687BEB60A472","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.07","6183C339CF60F12F81A7B543FB8E2255DF19F3BE703A292090C24D63E55765AE","@{(WinNT)(Windows 7 Ultimate)(6.1.7601)=1.0}"
"chrome.exe","browser","0.07","4C79EDC9D97E3FA2F1588BF2A3AAD96A1DB38C7A6AF8DDF1DF37B05D585F9291","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.07","EB23FF00CC2C6B1D4C5FC9454CACF07C88A9F94695021AFC0702422C5E0FD082","@{(WinNT)(Windows 7 Enterprise N)(6.1.7601)=1.0}"
"chrome.exe","browser","0.07","BE3D2BA94E34BAC4EC82540FB9C849E7E1B320359F98A1C3AFAC5A9EBDA2E05A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.08","C0EDC58682B6FA296A439DA2320C8BF74D7BF5F8E83446441048687BEB60A472","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.47; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.35; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.14}"
"chrome.exe","browser","0.08","64486029E7EA5709FA2793FAED7FC932450B068390AF703E18324EFB58548F1A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.08","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.08","7039477ED1C7C9A2DF0D7779D63AC8595D2A612C70B861342940D2F2093667E4","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.91; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.09; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.0}"
"chrome.exe","browser","0.09","7039477ED1C7C9A2DF0D7779D63AC8595D2A612C70B861342940D2F2093667E4","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.83; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.17}"
"chrome.exe","browser","0.09","BE3D2BA94E34BAC4EC82540FB9C849E7E1B320359F98A1C3AFAC5A9EBDA2E05A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.99; (WinNT)(Windows 10 Home)(10.0.17763)=0.01}"
"chrome.exe","browser","0.09","19A6A0E40C2E2F03D632923426D5E2F684EB5CB6D801AC539AD96E86007DA233","@{(WinNT)(Windows 10 Enterprise)(10.0.17763)=1.0}"
"chrome.exe","browser","0.09","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Home)(10.0.18362)=0.62; (WinNT)(Windows 10 Home)(10.0.17763)=0.23; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.15}"
"chrome.exe","browser","0.09","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.09","A31C76B026966D8A01BB929402B17A5C0B35037CF53908770D7F3D1F28F6A7BD","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.09","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.91; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.06; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.02}"
"chrome.exe","browser","0.09","4130D0B9A5E9A8CE056394FBE551EBCC4E4E732671FD7C1A5B4FBAFCBCECD162","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=1.0}"
"chrome.exe","browser","0.09","009D74B85CF1A694291E62705505011353D0916075F12D6ED0ED538A3350CBFF","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.89; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.11}"
"chrome.exe","browser","0.09","072228D83FEB4E4A9D0C16191E09B57D0CA66C483B1B81BB68AC4C27446EF172","@{(WinNT)(Windows 7 Ultimate)(6.1.7601)=0.96; (WinNT)(Windows 10 Professional)(10.0.17763)=0.04; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.0}"
"chrome.exe","browser","0.09","B4D7E2588BB2EBADDB6B4F230865A490F31BD4A7E7D2BD35F9F09FA09AA773C7","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.09","0830AF92B1959E2137B8E4B304266842AED1EA5B40735A5F0CA3792A3779D7C0","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.58; (WinNT)(Windows 10 Enterprise)(10.0.14393)=0.21; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.17}"
"chrome.exe","browser","0.09","A31C76B026966D8A01BB929402B17A5C0B35037CF53908770D7F3D1F28F6A7BD","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.09","B4D7E2588BB2EBADDB6B4F230865A490F31BD4A7E7D2BD35F9F09FA09AA773C7","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.64; (WinNT)(Windows 10 Enterprise)(10.0.16299)=0.2; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.08}"
"chrome.exe","browser","0.1","4462807702DD61C873E73BB9EAB13B6EEFA6464311AA8A1831F0A2675351B5FF","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.1","FD8C15460ABCDA6B44FB970A84426617368BB2925F0C2B9E410DFF20FEB923D1","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.58; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.26; (WinNT)(Windows 10 Enterprise)(10.0.14393)=0.1}"
"chrome.exe","browser","0.1","61D2B627CFA6FFFB89B3DBBB2B5B24AB0D8450A2EC77B89F16C3C410633B7452","@{(WinNT)(Windows 7 Ultimate)(6.1.7601)=1.0}"
"chrome.exe","browser","0.1","FD8C15460ABCDA6B44FB970A84426617368BB2925F0C2B9E410DFF20FEB923D1","@{(WinNT)(Windows 7 Enterprise)(6.1.7601)=0.54; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.3; (WinNT)(Windows 10 Enterprise)(10.0.14393)=0.12}"
"chrome.exe","browser","0.1","C0EDC58682B6FA296A439DA2320C8BF74D7BF5F8E83446441048687BEB60A472","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.34; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.29; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.2}"
"chrome.exe","browser","0.1","268A0463D7CB907D45E1C2AB91703E71734116F08B2C090E34C2D506183F9BCA","@{(WinNT)(Windows 7 Professional)(6.1.7601)=0.64; (WinNT)(Windows 7 Enterprise N)(6.1.7601)=0.35; (WinNT)(Windows 10 Professional)(10.0.17134)=0.01}"
"chrome.exe","browser","0.1","5942F7D2151A7C4C86564AF15E037729DDA9CA3D8AE7841966E9C800744C8AFC","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.1","BE3D2BA94E34BAC4EC82540FB9C849E7E1B320359F98A1C3AFAC5A9EBDA2E05A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.1","FB6736FDB4B285D910E44F9A3B381DF5CC95F92AE4AA2122E182512F735D7939","@{(WinNT)(Windows 10 Professional)(10.0.17134)=1.0}"
"chrome.exe","browser","0.1","04ED5CD71693C8C8549549D884E560579A194717C347F204D168E2059C1FC3B1",""
"chrome.exe","browser","0.1","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.11","BE3D2BA94E34BAC4EC82540FB9C849E7E1B320359F98A1C3AFAC5A9EBDA2E05A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.91; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.02; (WinNT)(Windows 10 Enterprise)(10.0.17763)=0.02}"
"chrome.exe","browser","0.11","FD8C15460ABCDA6B44FB970A84426617368BB2925F0C2B9E410DFF20FEB923D1","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.42; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.29; (WinNT)(Windows 10 Enterprise)(10.0.14393)=0.19}"
"chrome.exe","browser","0.11","EB23FF00CC2C6B1D4C5FC9454CACF07C88A9F94695021AFC0702422C5E0FD082","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.11","E4EAF9343CCBCC7A2AC41DE2BB6229BED3AE64F285F654F0DDACD3422977925F","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=1.0}"
"chrome.exe","browser","0.11","2AD6823E4ED4920385A098F4510975B28C24DF80F1A22F677A6067D84657A5F1","@{(WinNT)(Windows 7 Ultimate)(6.1.7601)=1.0}"
"chrome.exe","browser","0.11","BE3D2BA94E34BAC4EC82540FB9C849E7E1B320359F98A1C3AFAC5A9EBDA2E05A","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.92; (WinNT)(Windows 10 Enterprise)(10.0.17763)=0.02; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.02}"
"chrome.exe","browser","0.11","FD4AB4468309B472539509F179F1B755011A3A8998BC3E57FD196A57561B1377","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=1.0}"
"chrome.exe","browser","0.11","04ED5CD71693C8C8549549D884E560579A194717C347F204D168E2059C1FC3B1",""
"chrome.exe","browser","0.11","FD8C15460ABCDA6B44FB970A84426617368BB2925F0C2B9E410DFF20FEB923D1","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.42; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.33; (WinNT)(Windows 10 Enterprise)(10.0.14393)=0.21}"
"chrome.exe","browser","0.11","31CEBD46F0101B84DDBF49D02F6368E0DEC9E8C06644B2AA0DE344574F25E800","@{(WinNT)(Windows 7 Enterprise)(6.1.7601)=1.0}"
"chrome.exe","browser","0.12","FD8C15460ABCDA6B44FB970A84426617368BB2925F0C2B9E410DFF20FEB923D1","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.74; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.07; (WinNT)(Windows 10 Enterprise)(10.0.16299)=0.07}"
"chrome.exe","browser","0.12","C0EDC58682B6FA296A439DA2320C8BF74D7BF5F8E83446441048687BEB60A472","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.43; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.41; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.13}"
"chrome.exe","browser","0.12","7039477ED1C7C9A2DF0D7779D63AC8595D2A612C70B861342940D2F2093667E4","@{(WinNT)(Windows 10 Enterprise)(10.0.15063)=0.44; (WinNT)(Windows 7 Enterprise)(6.1.7601)=0.35; (WinNT)(Windows 10 Enterprise)(10.0.17134)=0.17}"
"chrome.exe","browser","0.12","BD9F8C5B541B89E89AC59ACC7F53B66ABC3CAC539EC967AF167FDA996F595944","@{(WinNT)(Windows 10 Enterprise)(10.0.17134)=0.99; (WinNT)(Windows 10 Enterprise)(10.0.15063)=0.01}"
